srcip_private,srcip_public,srcip_default,dstip_private,dstip_public,dstip_default,sport_zero,sport_multiplex,sport_echo,sport_discard,sport_daytime,sport_quote,sport_chargen,sport_ftp_data,sport_ftp_control,sport_ssh,sport_telnet,sport_smtp,sport_dns,sport_bootp,sport_gopher,sport_finger,sport_http,sport_kerberos,sport_pop3,sport_nntp,sport_ntp,sport_netbios,sport_imap4,sport_snmp,sport_ldap,sport_https,sport_mds,sport_kpasswd,sport_smtp_ssl,sport_syslog,sport_smtp2,sport_ldaps,sport_cups,sport_imap4_ssl,sport_socks,sport_openvpn,sport_mssql,sport_citrix,sport_oracle,sport_rapservice,sport_msnmessenger,sport_mgc,sport_mysql,sport_metasploit,sport_emule,sport_xmpp,sport_irc,sport_bittorrent,sport_http2,sport_reserved,sport_register,sport_private,dport_zero,dport_multiplex,dport_echo,dport_discard,dport_daytime,dport_quote,dport_chargen,dport_ftp_data,dport_ftp_control,dport_ssh,dport_telnet,dport_smtp,dport_dns,dport_bootp,dport_gopher,dport_finger,dport_http,dport_kerberos,dport_pop3,dport_nntp,dport_ntp,dport_netbios,dport_imap4,dport_snmp,dport_ldap,dport_https,dport_mds,dport_kpasswd,dport_smtp_ssl,dport_syslog,dport_smtp2,dport_ldaps,dport_cups,dport_imap4_ssl,dport_socks,dport_openvpn,dport_mssql,dport_citrix,dport_oracle,dport_rapservice,dport_msnmessenger,dport_mgc,dport_mysql,dport_metasploit,dport_emule,dport_xmpp,dport_irc,dport_bittorrent,dport_http2,dport_reserved,dport_register,dport_private,protocol_tcp,protocol_udp,protocol_icmp,protocol_igmp,protocol_other,tcpflags_URG,tcpflags_ACK,tcpflags_PSH,tcpflags_RST,tcpflags_SYN,tcpflags_FIN,srctos_zero,srctos_192,srctos_other,npackets_verylow,npackets_low,npackets_medium,npackets_high,npackets_veryhigh,nbytes_verylow,nbytes_low,nbytes_medium,nbytes_high,nbytes_veryhigh,outcome
4,250,0,4,250,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,184,61,6,0,0,0,0,0,0,0,6,1,1,14,37,0,0,0,21,0,0,0,0,0,6,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,119,111,22,0,0,0,0,254,0,0,0,0,0,164,0,0,0,29,83,83,48,11,9,69,68,88,20,scan
0,254,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,50,0,0,0,0,0,0,0,0,7,3,0,12,50,0,0,0,24,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,117,21,0,0,0,0,254,0,0,0,0,0,168,0,0,0,3,108,97,42,4,0,79,73,97,5,scan
6,248,0,2,248,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,186,62,6,0,0,0,0,0,0,0,2,3,0,17,57,0,0,0,36,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,138,104,12,0,0,0,0,254,0,0,0,0,0,176,0,0,0,1,91,112,41,9,2,79,50,113,10,scan
2,252,0,2,252,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,181,71,2,0,0,0,0,0,0,0,4,3,0,17,54,0,0,0,25,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,132,103,19,0,0,0,0,254,0,0,0,0,0,174,0,0,0,2,91,102,50,9,0,79,55,108,12,dos
6,248,0,2,248,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,177,71,6,0,0,0,0,0,0,0,10,4,0,11,46,0,0,0,28,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,124,99,31,0,0,0,0,254,0,0,0,0,0,175,0,0,0,3,113,72,63,3,2,78,68,98,8,scan
0,254,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,56,0,0,0,0,0,0,0,0,5,6,0,12,60,0,0,0,28,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,134,103,17,0,0,0,0,254,0,0,0,0,0,165,0,0,0,3,111,71,60,9,0,91,47,100,16,scan
8,246,0,4,246,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,193,54,6,0,0,0,0,0,0,0,11,5,0,6,51,0,0,0,26,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,130,96,28,0,0,0,0,254,0,0,0,0,0,172,0,0,0,5,110,66,70,3,0,81,65,100,8,scan
0,254,0,0,254,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,193,58,0,0,0,0,0,0,0,0,8,0,0,15,41,0,0,0,32,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,109,127,18,0,0,0,0,254,0,0,0,0,0,187,0,0,0,3,86,98,63,4,1,56,88,89,20,dos
4,250,0,0,250,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,187,62,4,0,0,0,0,0,0,0,7,4,0,10,47,1,0,0,31,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,125,118,11,0,0,0,0,254,0,0,0,0,0,184,0,0,0,3,95,86,66,4,1,70,81,88,14,scan
2,252,0,2,252,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,191,60,2,0,0,0,0,0,0,0,8,2,0,13,53,0,0,0,26,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,144,90,20,0,0,0,0,254,0,0,0,0,0,177,0,0,0,2,105,86,54,7,2,82,54,108,8,scan
4,250,0,4,250,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,178,72,4,0,0,0,0,0,0,0,8,15,0,7,42,0,0,0,25,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,135,96,23,0,0,0,0,254,0,0,0,0,0,181,0,0,0,7,96,73,63,15,4,73,69,90,18,scan
0,254,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,74,0,0,0,0,0,0,0,0,2,5,0,10,42,0,0,0,38,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,106,26,0,0,0,0,254,0,0,0,0,0,186,0,0,0,6,87,127,23,11,1,70,62,100,21,scan
2,252,0,2,252,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,189,63,2,0,0,0,0,0,0,0,3,4,0,6,32,0,0,0,29,0,0,0,0,0,7,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,103,117,34,0,0,0,0,254,0,0,0,0,0,195,0,0,0,8,85,128,25,8,2,60,61,109,22,scan
0,254,0,0,254,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,183,57,14,0,0,0,0,0,0,0,1,3,0,19,39,0,0,0,25,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,126,112,16,0,0,0,0,254,0,0,0,0,0,170,0,0,0,21,84,124,22,3,0,78,60,99,17,dos
4,250,0,4,250,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,196,54,4,0,0,0,0,0,0,0,3,1,0,8,42,0,0,0,29,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,109,31,0,0,0,0,254,0,0,0,0,0,172,0,0,0,7,90,133,21,3,5,80,57,108,4,scan
6,248,0,2,248,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,179,69,6,0,0,0,0,0,0,0,9,3,0,9,44,0,0,0,20,0,1,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,115,98,41,0,0,0,0,254,0,0,0,0,0,184,0,0,0,4,97,113,32,8,3,68,74,99,10,scan
0,254,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,189,64,0,0,0,0,0,0,0,0,4,6,0,8,48,0,0,0,30,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,122,96,36,0,0,0,0,254,0,0,0,0,0,171,0,0,0,3,90,113,44,4,0,76,46,124,8,scan
4,250,0,0,250,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,193,57,4,0,0,0,0,0,0,0,4,1,0,6,46,0,0,0,31,0,0,0,0,0,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,117,114,23,0,0,0,0,254,0,0,0,0,0,173,0,0,0,1,89,120,35,9,0,75,47,116,16,background
2,252,0,2,252,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,194,58,2,0,0,0,0,0,0,0,3,2,0,13,47,0,0,0,26,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,107,119,28,0,0,0,0,254,0,0,0,0,0,181,0,0,0,2,87,117,38,10,2,68,48,115,21,background
0,254,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,187,66,0,0,0,0,0,0,0,0,3,8,0,12,60,0,0,0,34,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,138,88,28,0,0,0,0,254,0,0,0,0,0,165,0,0,0,0,97,113,41,3,0,88,33,127,6,background
0,254,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,182,71,0,0,0,0,0,0,0,0,5,8,0,11,45,0,0,0,28,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,113,112,29,0,0,0,0,254,0,0,0,0,0,180,0,0,0,0,86,114,47,7,0,68,57,110,19,background
4,250,0,4,250,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,180,66,4,0,0,0,0,0,0,0,2,2,0,4,53,0,0,0,42,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,121,111,22,0,0,0,0,254,0,0,0,0,0,167,0,0,0,4,89,106,44,11,0,78,44,112,20,background
4,250,0,4,250,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,181,69,4,0,0,0,0,0,0,0,3,4,0,17,46,0,0,0,26,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,117,111,26,0,0,0,0,254,0,0,0,0,0,170,0,0,0,4,91,126,31,2,4,78,44,122,6,background
4,250,0,0,250,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,201,49,4,0,0,0,0,0,0,0,3,8,0,10,46,0,0,0,34,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,126,104,24,0,0,0,0,254,0,0,0,0,0,180,0,0,0,0,84,108,45,17,0,74,30,129,21,background
0,254,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,185,68,0,0,0,0,0,0,0,0,7,7,0,13,47,0,0,0,25,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,113,113,28,0,0,0,0,254,0,0,0,0,0,184,0,0,0,0,89,118,43,4,0,70,53,121,10,background
0,254,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,64,0,0,0,0,0,0,0,0,4,7,0,12,55,0,0,0,28,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,123,99,32,0,0,0,0,254,0,0,0,0,0,182,0,0,0,0,88,105,52,9,0,72,37,132,13,background
2,252,0,2,252,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,187,65,2,0,0,0,0,0,0,0,3,4,0,12,55,0,0,0,35,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,127,105,22,0,0,0,0,254,0,0,0,0,0,176,0,0,0,0,94,117,39,4,2,76,42,124,10,background
2,252,0,2,252,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,202,50,2,0,0,0,0,0,0,0,8,8,0,12,41,0,0,0,20,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,109,118,27,0,0,0,0,254,0,0,0,0,0,183,0,0,0,0,92,107,46,9,0,71,56,112,15,background
6,248,0,6,248,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,195,53,6,0,0,0,0,0,0,0,8,7,0,14,44,0,0,0,17,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,112,109,33,0,0,0,0,254,0,0,0,0,0,184,0,0,0,4,94,103,52,1,4,66,69,106,9,background
4,250,0,0,250,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,187,63,4,0,0,0,0,0,0,0,7,8,0,10,47,0,0,0,21,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,117,108,29,0,0,0,0,254,0,0,0,0,0,173,0,0,0,0,102,107,45,0,0,81,57,109,7,background
0,254,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,59,0,0,0,0,0,0,0,0,6,7,0,8,58,0,0,0,34,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,129,97,28,0,0,0,0,254,0,0,0,0,0,173,0,0,0,0,100,102,43,9,0,81,41,120,12,background
0,254,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,67,0,0,0,0,0,0,0,0,6,7,0,12,46,0,0,0,26,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,111,113,30,0,0,0,0,254,0,0,0,0,0,193,0,0,0,0,85,111,50,8,0,61,59,116,18,background
2,252,0,2,252,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,189,63,2,0,0,0,0,0,0,0,6,5,0,13,57,0,0,0,31,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,128,103,23,0,0,0,0,254,0,0,0,0,0,179,0,0,0,0,91,112,47,4,0,75,37,136,6,background
6,248,0,6,248,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,187,61,6,0,0,0,0,0,0,0,3,5,0,19,54,0,0,0,29,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,130,96,28,0,0,0,0,254,0,0,0,0,0,173,0,0,0,4,88,111,41,10,6,75,32,127,14,background
