srcip_private,srcip_public,srcip_default,dstip_private,dstip_public,dstip_default,sport_zero,sport_multiplex,sport_echo,sport_discard,sport_daytime,sport_quote,sport_chargen,sport_ftp_data,sport_ftp_control,sport_ssh,sport_telnet,sport_smtp,sport_dns,sport_bootp,sport_gopher,sport_finger,sport_http,sport_kerberos,sport_pop3,sport_nntp,sport_ntp,sport_netbios,sport_imap4,sport_snmp,sport_ldap,sport_https,sport_mds,sport_kpasswd,sport_smtp_ssl,sport_syslog,sport_smtp2,sport_ldaps,sport_cups,sport_imap4_ssl,sport_socks,sport_openvpn,sport_mssql,sport_citrix,sport_oracle,sport_rapservice,sport_msnmessenger,sport_mgc,sport_mysql,sport_metasploit,sport_emule,sport_xmpp,sport_irc,sport_bittorrent,sport_http2,sport_reserved,sport_register,sport_private,dport_zero,dport_multiplex,dport_echo,dport_discard,dport_daytime,dport_quote,dport_chargen,dport_ftp_data,dport_ftp_control,dport_ssh,dport_telnet,dport_smtp,dport_dns,dport_bootp,dport_gopher,dport_finger,dport_http,dport_kerberos,dport_pop3,dport_nntp,dport_ntp,dport_netbios,dport_imap4,dport_snmp,dport_ldap,dport_https,dport_mds,dport_kpasswd,dport_smtp_ssl,dport_syslog,dport_smtp2,dport_ldaps,dport_cups,dport_imap4_ssl,dport_socks,dport_openvpn,dport_mssql,dport_citrix,dport_oracle,dport_rapservice,dport_msnmessenger,dport_mgc,dport_mysql,dport_metasploit,dport_emule,dport_xmpp,dport_irc,dport_bittorrent,dport_http2,dport_reserved,dport_register,dport_private,protocol_tcp,protocol_udp,protocol_icmp,protocol_igmp,protocol_other,tcpflags_URG,tcpflags_ACK,tcpflags_PSH,tcpflags_RST,tcpflags_SYN,tcpflags_FIN,srctos_zero,srctos_192,srctos_other,npackets_verylow,npackets_low,npackets_medium,npackets_high,npackets_veryhigh,nbytes_verylow,nbytes_low,nbytes_medium,nbytes_high,nbytes_veryhigh,label_background,label_analysis,label_backdoor,label_dos,label_exploit,label_fuzzer,label_generic,label_reconnaissance,label_shellcode,label_worm,label_attack
32.0,3500.0,0.0,24.0,3500.0,8.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2638.0,864.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,178.0,0.0,110.0,502.0,0.0,0.0,0.0,332.0,0.0,8.0,0.0,0.0,2.0,72.0,0.0,4.0,0.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,622.0,0.0,1730.0,1556.0,244.0,0.0,0.0,0.0,0.0,3532.0,0.0,0.0,0.0,0.0,0.0,2798.0,0.0,0.0,0.0,18.0,1226.0,1688.0,594.0,6.0,16.0,732.0,1820.0,844.0,120.0,3188.0,0.0,0.0,12.0,78.0,220.0,6.0,26.0,2.0,0.0,344.0
32.0,3546.0,0.0,24.0,3546.0,8.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,54.0,2626.0,898.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,106.0,0.0,98.0,594.0,0.0,0.0,0.0,432.0,0.0,6.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,604.0,0.0,1818.0,1540.0,218.0,0.0,0.0,0.0,0.0,3578.0,0.0,0.0,0.0,0.0,0.0,2722.0,0.0,0.0,0.0,48.0,1240.0,1648.0,596.0,46.0,18.0,820.0,1608.0,980.0,152.0,3248.0,0.0,0.0,16.0,94.0,172.0,16.0,30.0,2.0,0.0,330.0
24.0,3418.0,0.0,16.0,3414.0,12.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2554.0,860.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,56.0,0.0,132.0,596.0,0.0,0.0,0.0,454.0,0.0,2.0,0.0,0.0,4.0,70.0,0.0,0.0,0.0,78.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,558.0,2.0,1774.0,1478.0,190.0,0.0,0.0,0.0,0.0,3442.0,0.0,0.0,0.0,0.0,0.0,2606.0,0.0,0.0,0.0,24.0,1190.0,1572.0,616.0,40.0,16.0,908.0,1260.0,1118.0,140.0,3142.0,0.0,2.0,12.0,88.0,164.0,4.0,26.0,2.0,2.0,300.0
32.0,3460.0,0.0,24.0,3460.0,8.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,2620.0,834.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,88.0,2.0,120.0,556.0,0.0,0.0,0.0,414.0,0.0,12.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,652.0,2.0,1716.0,1594.0,180.0,0.0,0.0,0.0,0.0,3492.0,0.0,0.0,0.0,0.0,0.0,2688.0,0.0,0.0,0.0,20.0,1234.0,1568.0,640.0,30.0,18.0,892.0,1410.0,982.0,190.0,3262.0,0.0,2.0,12.0,98.0,78.0,10.0,28.0,2.0,0.0,230.0
28.0,3378.0,0.0,20.0,3378.0,8.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,2522.0,830.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,74.0,0.0,110.0,548.0,0.0,0.0,0.0,400.0,0.0,2.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,656.0,0.0,1608.0,1582.0,214.0,0.0,0.0,0.0,0.0,3406.0,0.0,0.0,0.0,0.0,0.0,2536.0,0.0,0.0,0.0,22.0,1256.0,1508.0,584.0,36.0,14.0,938.0,1350.0,944.0,160.0,3228.0,0.0,0.0,8.0,112.0,4.0,22.0,26.0,6.0,0.0,178.0
32.0,3474.0,0.0,24.0,3474.0,8.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,34.0,2654.0,818.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,94.0,0.0,118.0,616.0,0.0,0.0,0.0,386.0,0.0,4.0,0.0,0.0,2.0,80.0,2.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,632.0,0.0,1774.0,1574.0,156.0,0.0,0.0,0.0,0.0,3506.0,0.0,0.0,0.0,0.0,0.0,2634.0,0.0,0.0,0.0,32.0,1390.0,1466.0,568.0,50.0,18.0,914.0,1518.0,892.0,164.0,3266.0,0.0,2.0,2.0,74.0,116.0,8.0,30.0,8.0,0.0,240.0
28.0,3172.0,0.0,20.0,3172.0,8.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2348.0,824.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,92.0,2.0,102.0,514.0,0.0,0.0,0.0,352.0,0.0,2.0,0.0,0.0,4.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,492.0,0.0,1526.0,1496.0,176.0,0.0,0.0,0.0,0.0,3200.0,0.0,0.0,0.0,0.0,0.0,2332.0,0.0,0.0,0.0,88.0,1108.0,1390.0,570.0,44.0,64.0,808.0,1232.0,942.0,154.0,2978.0,0.0,4.0,2.0,56.0,104.0,24.0,30.0,2.0,0.0,222.0
28.0,2890.0,0.0,20.0,2890.0,8.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,2106.0,756.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,110.0,0.0,138.0,502.0,0.0,0.0,0.0,300.0,0.0,2.0,0.0,0.0,2.0,64.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,2.0,1560.0,1118.0,238.0,0.0,0.0,0.0,0.0,2918.0,0.0,0.0,0.0,0.0,0.0,1998.0,0.0,0.0,0.0,110.0,1100.0,1146.0,432.0,130.0,88.0,788.0,898.0,988.0,156.0,2614.0,0.0,0.0,14.0,98.0,144.0,22.0,20.0,6.0,0.0,304.0
32.0,2936.0,0.0,24.0,2928.0,16.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,2090.0,812.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,106.0,0.0,140.0,540.0,0.0,0.0,0.0,310.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,1758.0,998.0,210.0,0.0,0.0,0.0,0.0,2968.0,0.0,0.0,0.0,0.0,0.0,1954.0,0.0,0.0,0.0,198.0,1076.0,1142.0,464.0,88.0,92.0,814.0,960.0,956.0,146.0,2588.0,0.0,2.0,26.0,90.0,222.0,6.0,32.0,2.0,0.0,380.0
28.0,3008.0,0.0,20.0,3008.0,8.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,2114.0,880.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,70.0,0.0,110.0,490.0,0.0,0.0,0.0,316.0,0.0,0.0,0.0,0.0,0.0,76.0,2.0,0.0,2.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,2.0,1576.0,1212.0,246.0,0.0,0.0,0.0,0.0,3036.0,0.0,0.0,0.0,0.0,0.0,1892.0,0.0,0.0,0.0,198.0,1108.0,1060.0,528.0,142.0,114.0,954.0,716.0,1072.0,180.0,2806.0,0.0,0.0,18.0,74.0,94.0,6.0,36.0,2.0,0.0,230.0
