"srcip_private","srcip_public","srcip_default","dstip_private","dstip_public","dstip_default","sport_zero","sport_multiplex","sport_echo","sport_discard","sport_daytime","sport_quote","sport_chargen","sport_ftp_data","sport_ftp_control","sport_ssh","sport_telnet","sport_smtp","sport_dns","sport_bootp","sport_gopher","sport_finger","sport_http","sport_kerberos","sport_pop3","sport_nntp","sport_ntp","sport_netbios","sport_imap4","sport_snmp","sport_ldap","sport_https","sport_mds","sport_kpasswd","sport_smtp_ssl","sport_syslog","sport_smtp2","sport_ldaps","sport_cups","sport_imap4_ssl","sport_socks","sport_openvpn","sport_mssql","sport_citrix","sport_oracle","sport_rapservice","sport_msnmessenger","sport_mgc","sport_mysql","sport_metasploit","sport_emule","sport_xmpp","sport_irc","sport_bittorrent","sport_http2","sport_reserved","sport_register","sport_private","dport_zero","dport_multiplex","dport_echo","dport_discard","dport_daytime","dport_quote","dport_chargen","dport_ftp_data","dport_ftp_control","dport_ssh","dport_telnet","dport_smtp","dport_dns","dport_bootp","dport_gopher","dport_finger","dport_http","dport_kerberos","dport_pop3","dport_nntp","dport_ntp","dport_netbios","dport_imap4","dport_snmp","dport_ldap","dport_https","dport_mds","dport_kpasswd","dport_smtp_ssl","dport_syslog","dport_smtp2","dport_ldaps","dport_cups","dport_imap4_ssl","dport_socks","dport_openvpn","dport_mssql","dport_citrix","dport_oracle","dport_rapservice","dport_msnmessenger","dport_mgc","dport_mysql","dport_metasploit","dport_emule","dport_xmpp","dport_irc","dport_bittorrent","dport_http2","dport_reserved","dport_register","dport_private","protocol_tcp","protocol_udp","protocol_icmp","protocol_igmp","protocol_other","tcpflags_URG","tcpflags_ACK","tcpflags_PSH","tcpflags_RST","tcpflags_SYN","tcpflags_FIN","srctos_zero","srctos_192","srctos_other","npackets_verylow","npackets_low","npackets_medium","npackets_high","npackets_veryhigh","nbytes_verylow","nbytes_low","nbytes_medium","nbytes_high","nbytes_veryhigh","outcome"
32,3546,0,24,3546,8,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,54,2626,898,52,0,0,0,0,0,0,0,124,106,0,98,594,0,0,0,432,0,6,0,0,0,76,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,604,0,1818,1540,218,0,0,0,0,3578,0,0,0,0,0,2722,0,0,0,48,1240,1648,596,46,18,820,1608,980,152,"fuzzer"
24,3418,0,16,3414,12,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2554,860,28,0,0,0,0,0,0,0,92,56,0,132,596,0,0,0,454,0,2,0,0,4,70,0,0,0,78,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,558,2,1774,1478,190,0,0,0,0,3442,0,0,0,0,0,2606,0,0,0,24,1190,1572,616,40,16,908,1260,1118,140,"fuzzer"
32,3460,0,24,3460,8,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,2620,834,28,0,0,0,0,0,0,0,80,88,2,120,556,0,0,0,414,0,12,0,0,0,64,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,652,2,1716,1594,180,0,0,0,0,3492,0,0,0,0,0,2688,0,0,0,20,1234,1568,640,30,18,892,1410,982,190,"exploit"
28,3378,0,20,3378,8,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,2522,830,52,0,0,0,0,0,0,0,42,74,0,110,548,0,0,0,400,0,2,0,0,0,72,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,656,0,1608,1582,214,0,0,0,0,3406,0,0,0,0,0,2536,0,0,0,22,1256,1508,584,36,14,938,1350,944,160,"exploit"
32,3474,0,24,3474,8,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,34,2654,818,30,0,0,0,0,0,0,0,78,94,0,118,616,0,0,0,386,0,4,0,0,2,80,2,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,632,0,1774,1574,156,0,0,0,0,3506,0,0,0,0,0,2634,0,0,0,32,1390,1466,568,50,18,914,1518,892,164,"fuzzer"
28,3172,0,20,3172,8,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2348,824,24,0,0,0,0,0,0,0,58,92,2,102,514,0,0,0,352,0,2,0,0,4,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492,0,1526,1496,176,0,0,0,0,3200,0,0,0,0,0,2332,0,0,0,88,1108,1390,570,44,64,808,1232,942,154,"fuzzer"
28,2890,0,20,2890,8,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,2106,756,52,0,0,0,0,0,0,0,76,110,0,138,502,0,0,0,300,0,2,0,0,2,64,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,2,1560,1118,238,0,0,0,0,2918,0,0,0,0,0,1998,0,0,0,110,1100,1146,432,130,88,788,898,988,156,"fuzzer"
32,2936,0,24,2928,16,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,66,2090,812,64,0,0,0,0,0,0,0,136,106,0,140,540,0,0,0,310,0,0,0,0,0,82,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,1758,998,210,0,0,0,0,2968,0,0,0,0,0,1954,0,0,0,198,1076,1142,464,88,92,814,960,956,146,"fuzzer"
28,3008,0,20,3008,8,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,2114,880,40,0,0,0,0,0,0,0,104,70,0,110,490,0,0,0,316,0,0,0,0,0,76,2,0,2,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,2,1576,1212,246,0,0,0,0,3036,0,0,0,0,0,1892,0,0,0,198,1108,1060,528,142,114,954,716,1072,180,"fuzzer"
28,3460,0,20,3460,8,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2488,974,24,0,0,0,0,0,0,0,132,88,0,130,478,0,0,0,236,0,6,0,0,2,80,0,2,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,38,0,1678,1438,370,0,0,0,0,3488,0,0,0,0,0,1954,0,0,0,344,1490,1030,570,54,290,1206,858,1054,80,"exploit"
32,3036,0,24,3036,8,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2096,942,28,0,0,0,0,0,0,0,66,72,2,150,520,0,0,0,288,0,10,0,0,2,68,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,1528,1228,310,0,0,0,0,3068,0,0,0,0,0,1996,0,0,0,24,1426,1068,498,52,16,1118,772,1104,58,"fuzzer"
28,2956,0,20,2956,8,64,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,2118,798,64,0,0,0,0,0,0,0,60,70,0,130,572,0,0,0,356,0,4,0,0,2,78,0,0,2,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,84,0,1632,1068,282,0,0,0,0,2984,0,0,0,0,0,1950,0,0,0,112,1226,910,630,106,92,1034,600,1108,150,"fuzzer"
32,3020,0,24,3020,8,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,30,2156,866,28,0,0,0,0,0,0,0,50,62,0,144,542,0,0,0,336,0,2,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,108,0,1748,1032,270,0,0,0,0,3052,0,0,0,0,0,2018,0,0,0,242,1130,900,674,106,216,968,606,1098,164,"fuzzer"
24,3038,0,12,3042,8,132,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,140,2146,772,134,0,0,0,0,0,0,0,30,66,0,130,516,2,0,0,332,0,8,0,0,0,58,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,1806,996,258,0,0,0,0,3062,0,0,0,0,0,1976,0,0,0,344,1070,870,702,76,310,922,546,1176,108,"fuzzer"
28,2956,0,20,2956,8,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2112,846,24,0,0,0,0,0,0,0,58,104,4,106,474,0,0,0,294,0,0,0,0,2,74,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,84,0,1636,1064,282,0,0,0,0,2984,0,0,0,0,0,2088,0,0,0,134,1192,968,612,78,116,962,766,1016,124,"fuzzer"
32,2594,0,24,2594,8,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1946,650,28,0,0,0,0,0,0,0,58,98,0,130,464,0,0,0,300,0,4,0,0,0,56,0,0,4,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,2,36,0,1330,1020,274,0,0,0,0,2626,0,0,0,0,0,1872,0,0,0,20,984,982,596,44,14,794,716,1036,66,"exploit"
32,2662,0,24,2662,8,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1968,694,28,0,0,0,0,0,0,0,70,122,2,116,534,2,0,0,320,0,2,0,0,0,82,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,1436,992,264,0,0,0,0,2694,0,0,0,0,0,1854,0,0,0,32,1058,906,606,92,8,838,728,982,138,"exploit"
28,2486,0,20,2486,8,24,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1852,634,24,0,0,0,0,0,0,0,36,114,2,116,488,0,0,0,316,0,10,0,0,0,68,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,1310,964,238,0,0,0,0,2514,0,0,0,0,0,1758,0,0,0,38,850,1054,512,60,16,744,568,1082,104,"exploit"
32,2542,0,24,2542,8,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,1890,628,52,0,0,0,0,0,0,0,46,120,2,118,498,0,0,0,320,0,2,0,0,2,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,1370,950,252,0,0,0,0,2574,0,0,0,20,0,1766,0,0,0,52,922,1084,452,64,10,818,598,1066,82,"exploit"
32,2702,0,24,2702,8,52,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,2040,638,52,0,0,0,0,0,0,0,84,62,0,112,480,2,0,0,286,0,0,0,0,2,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,72,0,1292,1122,318,0,0,0,0,2734,0,0,0,0,0,1922,0,0,0,32,1054,1050,506,92,10,772,822,1004,126,"exploit"
24,2902,0,16,2902,8,24,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2126,750,28,0,0,0,0,0,0,0,84,40,2,150,560,0,0,0,334,0,0,0,0,0,56,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,84,0,1540,1114,268,0,0,0,0,2926,0,0,0,0,0,1870,0,0,0,230,1076,1068,516,36,32,872,836,1068,118,"fuzzer"
32,2710,0,20,2714,8,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,2064,628,38,0,0,0,0,0,0,0,62,38,0,168,572,0,0,0,320,0,8,0,0,2,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,4,1402,1092,244,0,0,0,0,2742,0,0,0,0,0,1876,0,0,0,26,1084,1058,524,50,22,794,686,1136,104,"exploit"
24,2672,0,16,2668,12,24,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,34,2036,626,24,0,0,0,0,0,0,0,80,44,0,146,556,0,0,0,330,0,2,0,0,0,64,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,2,1380,1066,248,0,0,0,0,2696,0,0,0,0,0,1820,0,0,0,32,1088,1022,498,56,16,818,716,1038,108,"exploit"
32,2584,0,24,2584,8,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1962,624,28,0,0,0,0,0,0,0,36,38,0,120,506,0,0,0,352,0,2,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,84,0,1292,1074,248,0,0,0,0,2616,0,0,0,0,0,1850,0,0,0,18,930,1072,502,94,16,766,538,1178,118,"exploit"
28,2584,0,20,2584,8,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,26,1898,688,24,0,0,0,0,0,0,0,36,28,0,144,552,0,0,0,336,0,0,0,0,2,86,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,4,1362,1044,204,0,0,0,0,2612,0,0,0,0,0,1804,0,0,0,24,954,1080,484,70,12,802,562,1140,96,"exploit"
32,2858,0,24,2858,8,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2116,744,28,0,0,0,0,0,0,0,84,48,2,130,520,0,0,0,308,0,4,0,0,2,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,122,2,1444,1202,242,0,0,0,0,2890,0,0,0,0,0,2090,0,0,0,22,1170,998,624,76,16,860,804,1078,132,"fuzzer"
28,2870,0,20,2870,8,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2162,710,24,0,0,0,0,0,0,0,48,34,0,138,540,0,0,0,326,0,8,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,86,0,1488,1130,278,0,0,0,0,2898,0,0,0,0,0,2036,0,0,0,26,1136,904,778,54,12,946,552,1282,106,"fuzzer"
32,3096,0,24,3096,8,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,30,2338,760,28,0,0,0,0,0,0,0,96,46,0,126,600,0,0,0,360,0,0,0,0,0,78,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,2,1586,1146,394,0,0,0,0,3128,0,0,0,0,0,2194,0,0,0,30,1300,864,864,70,16,926,698,1340,148,"fuzzer"
24,3086,0,16,3086,8,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2348,738,24,0,0,0,0,0,0,0,94,64,0,142,598,0,0,0,328,0,6,0,0,2,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,2,1568,1256,286,0,0,0,0,3110,0,0,0,0,0,2202,0,0,0,30,1282,804,934,60,12,904,682,1378,134,"exploit"
32,2954,0,24,2954,8,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2250,706,28,0,0,0,0,0,0,0,76,64,0,160,588,0,0,0,338,0,16,0,0,0,74,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,146,2,1518,1204,262,0,0,0,0,2986,0,0,0,0,0,2078,0,0,0,30,1164,864,884,44,16,920,546,1384,120,"exploit"
32,2994,0,24,2994,8,28,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,44,2228,754,28,0,0,0,0,0,0,0,38,56,0,134,574,6,0,0,398,0,8,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,128,0,1620,1100,304,0,0,0,0,3026,0,0,0,0,0,2050,0,0,0,54,1036,984,888,64,34,886,400,1564,142,"fuzzer"
